TeamCode,TeamName,2026NIT,Power Pool Jotform,2025 Triple Crown NIT,2025 USAV Girls Junior National Championship 10-13,2025 USAV Girls Junior National Championship 14-17,2026 ASICS Kansas City MLK Tournament,2026 City of Oaks Challenge,2026 Fiesta MLK Classic Volleyball Tournament,2026 Florida Fest JNQ,2026 JVA Rock N Rumble Wknd 1 Girls 12U-14U,2026 JVA Rock N Rumble Wknd 2 15U-18U,2026 Mideast Power League (MEPL) ,2026 Salt Lake City 18s Showdown,2026 The Nike Classic,2026 Tour of Texas Stop 1: Austin-Bryan,2026 Triple Crown Colorado Challenge,2026 Tropical Ice Challenge (12-18 OPEN) - Week #2,2026 Windy City Girl's 18's National Qualifier ,2026 adidas Lone Star Classic 18s,AAU Girls National Volleyball Championships-Wave 1,AAU Girls National Volleyball Championships-Wave 2,AAU Girls National Volleyball Championships-Wave 3,AAU Girls National Volleyball Championships-Wave 4,SCSN Girls 12U/17U Event #1 January 17,SCSN Girls 13U Event #1 January 10,SCSN Girls 14U Event #1 December 20,SCSN Girls 14U Event #2 January 24,SCSN Girls 15U Event #1 January 19,SCSN Girls 16U Event #1 January 18,SCSN Girls 18U Event #1 January 10-11
g15legvc2lk,Legacy 15-2 ADIDAS,Yes,NO,59 (14 & Under),,18 (14 USA),,,,,,,,,9 (15 Open),,,,,,,9 (14 Premier),,,,,,,,,
g16legvc1lk,Legacy 16-1 ADIDAS,Yes,YES,3 (15 & Under),,9 (15 Open),,,,,,,,,2 (16 Open),,,,,,,9 (15 Open),,,,,,,,,
g16legvc2lk,Legacy 16-2 ADIDAS,Yes,NO,85 (15 & Under),,,,,,,,,,,27 (16 Open),,,,,,,,,17 (15 Elite),,,,,,,
g15lavbc1gc,LAV 15 National Black,Yes,NO,53 (14 & Under),,35 (14 National),,,,,,,,,,,,,,,,,,,,,,,,,
g16lavbc1gc,LAV 16 National Black,Yes,NO,139 (15 & Under),,23 (15 Freedom),,,,,,,,,,,,,,,,,,,,,,,,,
g17lavbc1gc,LAV 17 National Black,Yes,NO,128 (16 & Under),,23 (16 National),,,,,,,,,,,,,,,,,,,,,,,,,
g17frogs2nt,MADFROG 17'S N BLACK ENRI,Yes,NO,37 (16 & Under),,13 (16 American),,,,,,,,,,9 (17 National ),,,,,,,,,,,,,,,
g17frogs1nt,MADFROG 17'S N GREEN,Yes,YES,26 (16 & Under),,1 (16 Open),,,,,,,,,,9 (17 Invitational),,,,,,,,,,,,,,,
g16frogs2nt,MADFROG 16'S N BLACK CJ,Yes,NO,87 (15 & Under),,29 (15 USA),,,,,,,,,,7 (16 National),,,,,,,,,,,,,,,
g15frogs2nt,MADFROG 15'S N BLACK,Yes,NO,34 (14 & Under),,3 (14 USA),,,,,,,,,,13 (15 Invitational),,,,,,,,,,,,,,,
g16frogs1nt,MADFROG 16'S N GREEN,Yes,YES,5 (15 & Under),,5 (15 Open),,,,,,,,,,13 (16 Invitational),,,,,,,,,,,,,,,
g15frogs1nt,MADFROG 15'S N GREEN,Yes,YES,5 (14 & Under),,3 (14 Open),,,,,,,,,,1 (15 Invitational),,,,,,,,,,,,,,,
g14frogs2nt,MADFROG 14'S N BLACK,Yes,YES,,11 (13 USA),,,,,,,,,,,19 (14 Invitational),,,,,,,,,,,,,,,
g13frogs1nt,MADFROG 13'S N GREEN,Yes,YES,1 (12 & Under),1 (12 National),,,,,,,,,,,,,,,,,,,,,,,,,,
g12frogs1nt,MADFROG 12'S N GREEN,Yes,NO,,1 (11 National),,,,,,,,,,,,,,,,,,,,,,,,,,
g14frogs1nt,MADFROG 14'S N GREEN,Yes,YES,13 (13 & Under),11 (13 Open),,,,,,,,,,,1 (14 Invitational),,,,,,,,,,,,,,,
g18frogs1nt,MADFROG 18'S N GREEN,Yes,YES,3 (17 & Under),,13 (17 Open),,,,,,,,,,,,,,5 (18 Open),,,,,,,,,,,
g18frogs2nt,MADFROG 18'S N BLACK SEAR,Yes,NO,75 (17 & Under),,,,,,,,,,,,,,,,5 (18 USA),,,30 (17 Open),,,,,,,,
g13madjr1bg,Madtown 131 National,Yes,NO,,5 (12 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,
g15madjr1bg,Madtown 151 National,Yes,NO,,,51 (14 American),,,,,,,,,,,,,,,,,,,,,,,,,
g16madjr1bg,Madtown 161 National,Yes,NO,,,39 (15 National),,,,,,,,,,,,,,,,,,,,,,,,,
g17madjr1bg,Madtown 171 National,Yes,NO,,,9 (16 Freedom),,,,,,,,,,,,,,,,,,,,,,,,,
g18mavbc1ha,MAVS 18 Elite,Yes,NO,29 (17 & Under),,29 (17 Open),7 (18 Open),,,,,,,,,,,,,,,,,,,,,,,,
g17mavbc1ha,MAVS 17 Elite,Yes,NO,43 (16 & Under),,5 (16 American),,,,,,,,,,,,,,,,,,,,,,,,,
g16mavbc1ha,MAVS 16 Elite,Yes,NO,41 (15 & Under),,35 (15 Open),,,,,,,,,,,,,,,,,,,,,,,,,
g14mavbc1ha,MAVS 14 Elite,Yes,NO,11 (13 & Under),14 (13 Open),,,,,,,,,,,,,,,,,,,,,,,,,,
g13mavbc1ha,MAVS 13 Elite,Yes,NO,9 (12 & Under),19 (12 National),,,,,,,,,,,,,,,,,,,,,,,,,,
g12mavbc1ha,MAVS 12 Elite,Yes,NO,,11 (11 National),,2 (12 Club),,,,,,,,,,,,,,,,,,,,,,,,
g15mavbc1ha,MAVS 15 Elite,Yes,NO,39 (14 & Under),,29 (14 Open),3 (16 Club),,,,,,,,,,,,,,,,,,,,,,,,
g16mhype1fl,Miami Hype 16U PRIME1,Yes,NO,,,1 (15 Liberty),,,,,,,,,,,,,,,,9 (15 Open),,,,,,,,,
g17mhype1fl,Miami Hype 17U PRIME1,Yes,YES,57 (16 & Under),,31 (16 Open),,,,,,,,,,,,,,,,,5 (16 Open),,,,,,,,
g17mieva1lk,MiElite 17 Mizuno,Yes,YES,83 (16 & Under),,,,,,,,,,,,,,,,,,,52 (16 Open),,,,,,,,
g16mieva1lk,MiElite 16 Mizuno,Yes,NO,87 (15 & Under),,,,,,,,,,,,,,,,,,30 (15 Open),,,,,,,,,
g15mieva1lk,MiElite 15 Mizuno,Yes,NO,,,,,,,,,2 (15 Open),,,,,,,,,,19 (14 Open),,,,,,,,,
g18mieva1lk,MiElite 18 Mizuno,Yes,YES,21 (17 & Under),,,,,,,,,,,,,,,5 (18 Open),,,,19 (17 Open),,,,,,,,
g18mlwst1bg,MKE Sting 18 Gold,Yes,YES,13 (17 & Under),,13 (17 Open),,,,,,,,,,,,,2 (18 Open),,,,,,,,,,,,
g15mlwst3bg,MKE Sting 15 White,Yes,NO,,,41 (14 Freedom),,,,,,,,,,,,,,,,,,,,,,,,,
g15mlwst1bg,MKE Sting 15 Gold,Yes,NO,53 (14 & Under),,34 (14 National),,,,,,,,,,,,,,,,,,,,,,,,,
g14mlwst1bg,MKE Sting 14 Gold,Yes,NO,,13 (13 National),,,,,,,,,,,,,,,,,,,,,,,,,,
g16mlwst1bg,MKE Sting 16 Gold,Yes,YES,53 (15 & Under),,26 (15 Open),,,,,,,,,,,,,,,,,,,,,,,,,
g16mlwst2bg,MKE Sting 16 Black,Yes,NO,109 (15 & Under),,5 (15 National),,,,,,,,,,,,,,,,,,,,,,,,,
g17mlwst1bg,MKE Sting 17 Gold,Yes,NO,93 (16 & Under),,17 (16 National),,,,,,,,,,,,,,,,,,,,,,,,,
g17mlwst2bg,MKE Sting 17 Black,Yes,NO,77 (16 & Under),,27 (16 National),,,,,,,,,,,,,,,,,,,,,,,,,
g17msprt2ov,Mintonette Sports - m.72,Yes,NO,83 (16 & Under),,26 (16 National),,,,,,,,,17 (17 Open),,,,,,,,1 (16 Premier),,,,,,,,
g17msprt1ov,Mintonette Sports - m.71,Yes,YES,21 (16 & Under),,33 (16 Open),,,,,,,,,5 (17 Open),,,,,,,,11 (16 Open),,,,,,,,
g16msprt1ov,Mintonette Sports - m.61,Yes,YES,29 (15 & Under),,5 (15 American),,,,,,,,,5 (16 Open),,,,,,,,,,,,,,,,
g16msprt2ov,Mintonette Sports - m.62,Yes,NO,59 (15 & Under),,13 (15 USA),,,,,,,,,5 (16 Open),,,,,,,,,,,,,,,,
g14msprt1ov,Mintonette Sports - m.41,Yes,YES,19 (13 & Under),23 (13 Open),,,,,,,,,,5 (14 Open),,,,,,,,,,,,,,,,
g13msprt1ov,Mintonette Sports - m.31,Yes,YES,,11 (12 American),,,,,,,,,,9 (13 Open),,,,,,,,,,,,,,,,
g15msprt1ov,Mintonette Sports - m.51,Yes,NO,39 (14 & Under),,1 (14 American),,,,,,,,,5 (15 Open),,,,,,,,,,,,,,,,
g15msprt2ov,Mintonette Sports - m.52,Yes,NO,69 (14 & Under),,,,,,,,,,,23 (15 Open),,,,,,,2 (14 Select),,,,,,,,,
g18msprt1ov,Mintonette Sports - m.81,Yes,YES,21 (17 & Under),,9 (17 Open),,,,,,,,,,,,,13 (18 Open),,,,,,,,,,,,
g18msprt2ov,Mintonette Sports - m.82,Yes,NO,37 (17 & Under),,13 (17 National),,,,,,,,,,,,,5 (18 American),,,,,,,,,,,,
g18nlite1no,Northern Lights 18-1,Yes,NO,67 (17 & Under),,1 (17 American),,,,,,,,,,,,,,,,,31 (17 Open),,,,,,,,
g15nlite1no,Northern Lights 15-1,Yes,YES,50 (14 & Under),,11 (14 National),,,,,,,,,,,,,,,,5 (14 Open),,,,,,,,,
g16nlite1no,Northern Lights 16-1,Yes,YES,21 (15 & Under),,13 (15 Open),,,,,,,,,,,,,,,,13 (15 Open),,,,,,,,,
g14nlite1no,Northern Lights 14-1,Yes,YES,,,,,,,,,,,,,,,,,,5 (13 Premier),,,,,,,,,,
g17nlite1no,Northern Lights 17-1,Yes,YES,25 (16 & Under),,1 (16 National),,,,,,,,,,,,,,,,,2 (16 Open),,,,,,,,
g17mnsel1no,MN Select 17-1,Yes,YES,67 (16 & Under),,25 (16 National),,,,,,,,,,,,,,,,,33 (16 Open),,,,,,,,
g18mnsel1no,MN Select 18-1,Yes,NO,50 (17 & Under),,2 (17 National),11 (18 Open),,,,,,,,,,,,,,,,9 (17 Open),,,,,,,,
g14mnsel1no,MN Select 14-1,Yes,NO,27 (13 & Under),,,,,,,,,,,,,,,,,72 (13 Club),,,,,,,,,,
g13mnsel1no,MN Select 13-1,Yes,NO,19 (12 & Under),,,,,,,,,,,,,,,,,47 (12 Club),,,,,,,,,,
g12mnsel1no,MN Select 12-1,Yes,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g16mnsel1no,MN Select 16-1,Yes,YES,29 (15 & Under),,3 (15 National),,,,,,,,,,,,,,,,5 (15 Open),,,,,,,,,
g15mnsel1no,MN Select 15-1,Yes,NO,69 (14 & Under),,21 (14 American),,,,,,,,,,,,,,,,32 (14 Open),,,,,,,,,
g15mdevb1ev,MODE 15 National,Yes,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g15mmtsc1sc,Momentous VBC 15-Tara,Yes,NO,,,,,,,,,,,,,,,,,,,,,,,,,,7th (15U),,
g17mmtsc1sc,Momentous VBC 17-Dan,Yes,YES,,,27 (16 USA),,,,,,,,,,,,,,,,,,,3rd (17U),,,,,,
g16mmtsc1sc,Momentous VBC 16-Tara,Yes,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,10th (16U),
g16mcmav1ls,MoCo MAVS 16 Red,Yes,NO,,,,,,,,,,,,,37 (16 National),,,,,,,,,,,,,,,
g17mcmav1ls,MoCo MAVS 17 Red,Yes,NO,,,,,,,,,,,,,13 (17 National ),,,,,,,,,,,,,,,
g15mcmav1ls,MoCo MAVS 15 Red,Yes,NO,,,,,,,,,,,,,13 (15 National),,,,,,,,,,,,,,,
g15mtnpk1im,MPV 15 National Green,Yes,NO,103 (14 & Under),,,,,,,,,,,,,,,,,,41 (14 Elite),,,,,,,,,
g16mtnpk1im,MPV 16 National Green,Yes,NO,,,,,,,,,,,,,,,,,,,,,34 (15 Elite),,,,,,,
g16mouvi1nc,MVVC G 16 Red,Yes,NO,,,9 (15 Freedom),,,,,,,,,,,,,,,,,,,,,,,,,
g17mouvi1nc,MVVC G 17 Red,Yes,NO,,,23 (16 National),,,,,,,,,,,,,,,,,,,,,,,,,
g15mouvi1nc,MVVC G 15 Red,Yes,NO,,,25 (14 USA),,,,,,,,,,,,,,,,,,,,,,,,,
g14mouvi1nc,MVVC G 14 Red,Yes,NO,,13 (13 Open),,,,,,,,,,,,,,,,,,,,,,,,,,
g15munvb1ho,Munciana 15 Blue,Yes,NO,27 (14 & Under),,,,,,,,,3 (15U Seeding),,,,,,,,,17 (14 Open),,,,,,,,,
g12munvb1ho,Munciana 12 Peppers,Yes,NO,,,,,,,,2 (12 Open Girls),,None (12 Girls Full Schedule),,,,,,,,19 (11 Open),,,,,,,,,,
g13munvb1ho,Munciana 13 Stingrays,Yes,NO,11 (12 & Under),,,,,,,5 (13 Open Girls ),,None (13U Seeding),,,,,,,,13 (12 Premier),,,,,,,,,,
g14munvb1ho,Munciana 14 Chipmunks,Yes,NO,29 (13 & Under),,,,,,,3 (14 Open Girls),,None (14U Seeding),,,,,,,,18 (13 Open),,,,,,,,,,
g16munvb1ho,Munciana 16 Nighthawks,Yes,NO,89 (15 & Under),,,,,,,,,2 (16U Seeding),,,,,,,,,2 (15 Open),,,,,,,,,
g17munvb1ho,Munciana 17 Aztecs,Yes,NO,13 (16 & Under),,,,,,,,5 (17/18 Open),10 (17U Seeding),,,,,,,,,,19 (16 Open),,,,,,,,
g18munvb1ho,Munciana 18 Samurai,Yes,YES,106 (17 & Under),,,,,,,,,1 (18U Seeding),,,,,,,,,,87 (17 Premier),,,,,,,,
g18ncvba1cr,Academy 18 Diamond,Yes,YES,37 (17 & Under),,,,,,,,,,,,,,,,,,,33 (17 Open),,,,,,,,
g17ncvba1cr,Academy 17 Diamond,Yes,YES,37 (16 & Under),,,,,,,,,,,,,,,,,,,31 (16 Open),,,,,,,,
g16ncvba1cr,Academy 16 Diamond,Yes,YES,49 (15 & Under),,23 (15 Open),,,,,,,,,,,,,,,,17 (15 Open),,,,,,,,,
g15ncvba1cr,Academy 15 Diamond,Yes,NO,42 (14 & Under),,,,,,,,,,,,,,,,,,15 (14 Open),,,,,,,,,
g14ncvba1cr,Academy 14 Diamond,Yes,NO,,,,,,,,,,,,,,,,,,27 (13 Open),,,,,,,,,,
g17neone1gp,Nebraska ONE 17 Synergy,Yes,YES,33 (16 & Under),,,,,,,,,,,,,,,,,,,3 (16 Open),,,,,,,,
g17nkyvc1pr,NKYVC 17-1 Tsunami,Yes,YES,61 (16 & Under),,13 (16 National),,,,,,,,,5 (17 Open),,,,,,,,,,,,,,,,
g14nkyvc1pr,NKYVC 14-1 Tsunami,Yes,NO,,11 (13 National),,,,,,,,,,5 (14 Open),,,,,,,,,,,,,,,,
g15nkyvc1pr,NKYVC 15-1 Tsunami,Yes,YES,37 (14 & Under),,9 (14 American),,,,,,,,,9 (15 Open),,,,,,,,,,,,,,,,
g16nkyvc1pr,NKYVC 16-1 Tsunami,Yes,YES,13 (15 & Under),,5 (15 National),,,,,,,,,1 (16 Open),,,,,,,,,,,,,,,,
g18nkyvc1pr,NKYVC  18-1 Tsunami,Yes,YES,13 (17 & Under),,33 (17 Open),,,,,,,,,5 (18 Open),,,,,,,,,,,,,,,,
g18norca1nc,NorCal 18-1 Black,Yes,NO,,,22 (17 USA),,,,,,,,9 (18 USA),,,,,,,,,,,,,,,,,
g15norca1nc,NorCal 15-1 Black,Yes,NO,,,5 (14 USA),,,,,,,,,,,,,,,,,,,,,,,,,
g16norca1nc,NorCal 16-1 Black,Yes,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g17norca1nc,NorCal 17-1 Black,Yes,NO,,,13 (16 USA),,,,,,,,,,,,,,,,,,,,,,,,,
g17norco1rm,NORCO 17 Black,Yes,YES,67 (16 & Under),,37 (16 National),,,,,,,,,,,3 (17/18 Elite),,,,,,,,,,,,,,
g16norco1rm,NORCO 16 Black,Yes,NO,75 (15 & Under),,35 (15 National),,,,,,,,,,,2 (16 Elite),,,,,,,,,,,,,,
g18norco1rm,NORCO 18 Black,Yes,NO,51 (17 & Under),,11 (17 American),,,,,,,,7 (18 Open),,,,,,,,,,,,,,,,,
g15npjbe1ce,NPJ Bend 15 National,Yes,NO,43 (14 & Under),,27 (14 National),,,,,,,,,,,,,,,,,,,,,,,,,
g16npjbe1ce,NPJ Bend 16 National,Yes,NO,146 (15 & Under),,,,,,,,,,,,,,,,,,,,,,,,,,,
g16npjpd1ce,NPJ Portland 16 National,Yes,NO,103 (15 & Under),,,,,,,,,,,,,,,,,,,,,,,,,,,
g17npjpd1ce,NPJ Portland 17 National,Yes,NO,151 (16 & Under),,,,,,,,,,,,,,,,,,,,,,,,,,,
g15npjpd1ce,NPJ Portland 15 National,Yes,NO,105 (14 & Under),,22 (14 Freedom),,,,,,,,,,,,,,,,,,,,,,,,,
g18npjpd1ce,NPJ Portland 18 National,Yes,NO,104 (17 & Under),,,,,,,,,,,,,,,,,,,,,,,,,,,
g18npjvb1ce,NPJ 18 Forefront,Yes,YES,45 (17 & Under),,35 (17 National),,,,,,,,,,,,,1 (18 Open),,,,,,,,,,,,
g15npjvb2ce,NPJ Salem 15 Premier,Yes,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g15npjvb1ce,NPJ Salem 15 National,Yes,NO,35 (14 & Under),,15 (14 Liberty),,,,,,,,,,,,,,,,,,,,,,,,,
g14npjvb1ce,NPJ Salem 14 National,Yes,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g17npjvb2ce,NPJ Salem 17 Premier,Yes,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g17npjvb1ce,NPJ Salem 17 National,Yes,NO,13 (16 & Under),,13 (16 National),,,,,,,,,,,,,,,,,,,,,,,,,
g16npjvb1ce,NPJ Salem 16 National,Yes,YES,67 (15 & Under),,18 (15 National),,,,,,,,,,,,,,,,,,,,,,,,,
g16charg4ok,OK Charge 16 UA Tulsa,Yes,NO,,,,23 (17 Club),,,,,,,,,,,,,,,,,9 (15 Club),,,,,,,
g17charg1ok,OK Charge 17 UA,Yes,YES,69 (16 & Under),,23 (16 Open),,,,,,,,,,3 (17 Invitational),,,,,,,,,,,,,,,
g16charg1ok,OK Charge 16 UA,Yes,NO,,,13 (15 USA),,,,,,,,,,11 (16 Invitational),,,,,,,,,,,,,,,
g17charg3ok,OK Charge 17 UA Tulsa,Yes,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g16opeak1ok,PEAK 16-1 Elite,Yes,NO,,,,5 (17 Club),,,,,,,,,,,,,,,,,,,,,,,,
g15omniv1az,Omni 15N1,Yes,NO,,,5 (14 USA),,,17 (15/16 Open),,,,,,,,,,,,,,,,,,,,,,
g15omniv1nc,OMNI 15 National,Yes,NO,,,2 (14 Freedom),,,,,,,,,,,,,,,,,,,,,,,,,
g17omniv1nc,OMNI 17 National,Yes,NO,,,32 (16 USA),,,,,,,,,,,,,,,,,,,,,,,,,
g16omniv1nc,OMNI 16 National,Yes,NO,10 (15 & Under),,31 (15 Open),,,,,,,,,,,,,,,,,,,,,,,,,
g18omniv1nc,OMNI 18 National,Yes,NO,,,33 (17 National),,,,,,,,17 (18 Open),,,,,,,,,,,,,,,,,
g18otbva2fl,OT 18 O TJ,Yes,NO,94 (17 & Under),,,,,,11th (G18 Open),,,,,,,,3 (18 Open),,,,,54 (17 Open),,,,,,,,
g18otbva3fl,OT 18 J Stephen,Yes,NO,21 (17 & Under),,,,,,17th (G18 Open),,,,,,,,,25 (18 Open),,,,17 (17 Open),,,,,,,,
g16otbva2fl,OT 16 O Semei,Yes,NO,58 (15 & Under),,29 (15 National),,,,,,,,,,,,5 (16 Open),,,,9 (15 Open),,,,,,,,,
g16otbva1fl,OT 16 T JP,Yes,YES,11 (15 & Under),,21 (15 Open),,,,,,,,,,,,4 (16 Open),,,,,,,,,,,,,
g17otbva1fl,OT 17 T Aaron,Yes,YES,50 (16 & Under),,13 (16 Open),,,,,,,,,,,,2 (17 Open),,,,,5 (16 Open),,,,,,,,
g17otbva3fl,OT 17 J John,Yes,NO,99 (16 & Under),,42 (16 National),,,,,,,,,,,,9 (17 Open),,,,,58 (16 Open),,,,,,,,
g15otbva2fl,OT 15 O Christian,Yes,NO,67 (14 & Under),,13 (14 National),,,,,,,,,,,,7 (15 Open),,,,19 (14 Premier),,,,,,,,,
g15otbva1fl,OT 15 T Randy,Yes,YES,10 (14 & Under),,17 (14 Open),,,,,,,,,,,,1 (15 Open),,,,3 (14 Open),,,,,,,,,
g14otbva2fl,OT 14 O Omi,Yes,NO,18 (13 & Under),19 (13 USA),,,,,,,,,,,,,4 (14 Open),,,13 (13 Open),,,,,,,,,,
g14otbva1fl,OT 14 T Jody,Yes,NO,17 (13 & Under),5 (13 USA),,,,,,,,,,,,,1 (14 Open),,,5 (13 Open),,,,,,,,,,
g13otbva1fl,OT 13 T Kesha,Yes,NO,,7 (12 USA),,,,,,,,,,,,,,,,5 (12 Open),,,,,,,,,,
g15ojvbc1de,Ozark Juniors 15 Premier,Yes,NO,,,25 (14 Patriot),3 (15 Club),,,,,,,,,,,,,,,,,,,,,,,,
g16ojvbc1de,Ozark Juniors 16 Premier,Yes,NO,17 (15 & Under),,17 (15 National),9 (17 Club),,,,,,,,,,,,,,,,,,,,,,,,
g17ojvbc1de,Ozark Juniors 17 Premier,Yes,NO,137 (16 & Under),,33 (16 National),9 (17 Club),,,,,,,,,,,,,,,,,,,,,,,,
g17parvb1ch,Paramount VBC 17 Nick,Yes,YES,53 (16 & Under),,33 (16 Open),,,,,,,,,,,,,,,,,,,,,,,,,
g16parvb1ch,Paramount VBC 16 Maureen,Yes,NO,50 (15 & Under),,29 (15 Open),,,,,,,,,,,,,,,,,,,,,,,,,
g16parvb2ch,Paramount VBC 16 Alec,Yes,NO,142 (15 & Under),,37 (15 National),,,,,,,,,,,,,,,,,,,,,,,,,
g15parvb1ch,Paramount VBC 15 Nick,Yes,NO,66 (14 & Under),,33 (14 National),,,,,,,,,,,,,,,,,,,,,,,,,
g14parvb1ch,Paramount VBC 14 Jaz,Yes,NO,,17 (13 National),,,,,,,,,,,,,,,,,,,,,,,,,,
g18parvb1ch,Paramount VBC 18 Cozad,Yes,NO,45 (17 & Under),,34 (17 National),,,,19th (G18 Open),,,,,,,,,,,,,,,,,,,,,
g16pevba1nt,Peak VA 16 Black,Yes,NO,,,34 (15 National),,,,,,,,,,22 (16 Invitational),,,,,,,,,,,,,,,
g17pevba1nt,Peak VA 17 Black,Yes,YES,51 (16 & Under),,1 (16 American),,,,,,,,,,,,,,,,,18 (16 Open),,,,,,,,
g17phpvb1ho,PineappleHP 17U,Yes,YES,37 (16 & Under),,,,,,,,,,,,,,,,,,,27 (16 Open),,,,,,,,
g16phpvb1ho,PineappleHP 16U,Yes,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g14phpvb1ho,PineappleHP 14U,Yes,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g15phpvb1ho,PineappleHP 15U,Yes,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g18phpvb1ho,PineappleHP 18U,Yes,YES,29 (17 & Under),,23 (17 Open),,,,,,,,,,,,,19 (18 Open),,,,,,,,,,,,
g15plscv1sc,Pipeline 15-Adidas,Yes,NO,,,2 (14 USA),,,,,,,,,,,,,,,,,,,,,,,9th (15U),,
g16plscv1sc,Pipeline 16-Adidas,Yes,NO,131 (15 & Under),,51 (15 Patriot),,,,,,,,,,,,,,,,,,,,,,,,46th (16U),
g16pohak1ha,Pohaku 16-1,Yes,NO,120 (15 & Under),,35 (15 Patriot),27 (17 Club),,,,,,,,,,,,,,,,,,,,,,,,
g17pohak1ha,Pohaku 17-1,Yes,NO,69 (16 & Under),,21 (16 USA),5 (18 USA),,,,,,,,,,,,,,,,,,,,,,,,
g15pohak1ha,Pohaku 15-1,Yes,NO,96 (14 & Under),,41 (14 Patriot),38 (16 Club),,,,,,,,,,,,,,,,,,,,,,,,
g14pohak1ha,Pohaku 14-1,Yes,YES,25 (13 & Under),21 (13 Open),,9 (15 Club),,,,,,,,,,,,,,,,,,,,,,,,
g18pohak1ha,Pohaku 18-1,Yes,YES,11 (17 & Under),,3 (17 National),9 (18 Open),,,,,,,,,,,,,,,,,,,,,,,,
g18premr1gp,Premier Nebraska 18 Gold,Yes,YES,18 (17 & Under),,31 (17 Open),1 (18 Open),,,,,,,,,,,,,,,,,,,,,,,,
g15premr1gp,Premier Nebraska 15 Gold,Yes,YES,35 (14 & Under),,3 (14 National),,,,,,,,,,,,,,,,,,,,,,,,,
g15premr2gp,Premier Nebraska 15 Black,Yes,NO,47 (14 & Under),,33 (14 USA),,,,,,,,,,,,,,,,,,,,,,,,,
g14premr1gp,Premier Nebraska 14 Gold,Yes,YES,21 (13 & Under),9 (13 National),,,,,,,,,,,,,,,,,,,,,,,,,,
g13premr1gp,Premier Nebraska 13 Gold,Yes,YES,5 (12 & Under),19 (12 National),,,,,,,,,,,,,,,,,,,,,,,,,,
g12premr1gp,Premier Nebraska 12 Gold,Yes,NO,,13 (11 National),,,,,,,,,,,,,,,,,,,,,,,,,,
g16premr1gp,Premier Nebraska 16 Gold,Yes,YES,53 (15 & Under),,1 (15 USA),,,,,,,,,,,,,,,,,,,,,,,,,
g17premr1gp,Premier Nebraska 17 Gold,Yes,YES,43 (16 & Under),,29 (16 Open),,,,,,,,,,,,,,,,,,,,,,,,,
g17pvakc1ha,PVA 17 ELITE,Yes,YES,17 (16 & Under),,5 (16 National),5 (18 Open),,,,,,,,,,,,,,,,,,,,,,,,
g16pvakc1ha,PVA 16 ELITE,Yes,YES,65 (15 & Under),,9 (15 National),2 (18 USA),,,,,,,,,,,,,,,,,,,,,,,,
g15pvakc1ha,PVA 15 ELITE,Yes,YES,21 (14 & Under),,29 (14 Open),5 (17 Club),,,,,,,,,,,,,,,,,,,,,,,,
g12pvakc1ha,PVA 12 ELITE,Yes,NO,,,,5 (12 Club),,,,,,,,,,,,,,,,,,,,,,,,
g13pvakc1ha,PVA 13 ELITE,Yes,NO,13 (12 & Under),5 (12 USA),,9 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,
g14pvakc1ha,PVA 14 ELITE,Yes,NO,,13 (13 National),,17 (16 Club),,,,,,,,,,,,,,,,,,,,,,,,
g18pvakc1ha,PVA 18 ELITE,Yes,NO,,,43 (17 National),7 (18 USA),,,,,,,,,,,,,,,,,,,,,,,,
g17rrhvb1im,RRHEATVB 17-1 Jaz,Yes,NO,,,9 (16 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,
g17revol1az,AZ REV 17 Premier,Yes,YES,2 (16 & Under),,17 (16 Open),,,1 (17/18 Open),,,,,,,,,,,,,,,,,,,,,,
g16revol1az,AZ REV 16 Premier,Yes,NO,69 (15 & Under),,,,,3 (15/16 Open),,,,,,,,,,,,,,,1 (15 Elite),,,,,,,
g14revol1az,AZ REV 14 Premier,Yes,YES,,3 (13 American),,,,3 (14 Open),,,,,,,,,,,,,,,,,,,,,,
g15revol1az,AZ REV 15 Premier,Yes,YES,11 (14 & Under),,27 (14 Open),,,20 (15/16 Open),,,,,,,,,,,,,,,,,,,,,,
g16rhvbc1so,Rhythm 16 Christina,Yes,NO,,,19 (15 Freedom),,,,,,,,,,,,,,,,,,,,,,,,,
g17rwdth1gw,Rockwood Thunder 17 Elite,Yes,YES,37 (16 & Under),,11 (16 Open),,,,,,,,,,,,,,,,,,,,,,,,,
g16rwdth1gw,Rockwood Thunder 16 Elite,Yes,NO,71 (15 & Under),,19 (15 National),,,,,,,,,,,,,,,,,,,,,,,,,
