b18obvbc2fl,,,,,,,15th (B18 USA),,,,,,,,,,,,,,,,,,,,,,
b18ocean1od,,,,,3 (Boys 18U (2-day)),,,,,,,,,,,,,,,,,,,,,,,,OVC 18 Neptune
b18ogold1fl,,,,,,,2nd (B18 Open),,,,,,,,,,,,,,,,,,,,,,
b18ogold2fl,,,,,,,2nd (B18 USA),,,,,,,,,,,,,,,,,,,,,,
b18ogold3fl,,,,,,,19th (B18 USA),,,,,,,,,,,,,,,,,,,,,,
b18ojvbc1de,,,,10 (18 Boys),,,,,,,,,,,,,,,,,,,,,,,,,Ozark Boys 18-1
b18ojvbc2de,,,,26 (18 Boys),,,,,,,,,,,,,,,,,,,,,,,,,Ozark Boys 18-2
b18oneva1ha,,,,17 (18 Boys),,,,,,,,,,,,,,,,,,,,,,,,,OneVA 18-1 Boys
b18opeak1ok,,,,12 (18 Boys),,,,,,,,,,,,,,,,,,,,,,,,,PEAK 18-1 BOYS
b18oprem1ov,,,,,,,,,,,,3 (18 Boys),,,,,,,,,,,,,,,,,OPVC 18 Purple
b18oprem2ov,,,,,,,,,,,,2 (18 Boys),,,,,,,,,,,,,,,,,OPVC 18 Black
b18oprem3ov,,,,,,,,,,,,24 (18 Boys),,,,,,,,,,,,,,,,,OPVC 18 White
b18ozone1fl,,,,,,,17th (B18 USA),,,,,,,,,,,,,,,,,,,,,,
b18pghel1ke,,,,,,,,,,,,11 (18 Boys),,,,,,,,,,,,,,,,,PEVA Boys 18 Elite
b18premr1ov,,,,,,,,,,,,14 (18 Boys),,,,,,,,,,,,,,,,,Premier 18 Tiger
b18pstri1pm,,,,,5 (Boys 18U (2-day)),,,,,,,,,,,,,,,,,,,,,,,,PSVC 18 Josh
b18pvjvb1ne,,,,,,,12th (B18 Open),,,,,,,,,,,,,,,,,,,,,,
b18rcjrs1gp,,,,24 (18 Boys),,,,,,,,,,,,,,,,,,,,,,,,,River City Jrs 18s Boys
b18rcvba1od,,,,,,,7th (B18 Open),,,,,,,,,,,,,,,,,,,,,,
b18rockc1ov,,,,,,,,,,,,5 (18 Boys),,,,,,,,,,,,,,,,,RockCity 18-1
b18rockc2ov,,,,,,,,,,,,25 (18 Boys),,,,,,,,,,,,,,,,,RockCity 18-2
b18rtvbaaha,,,,5 (18 Boys),,,,,,,,,,,,,,,,,,,,,,,,,RootsVBA 18- Thornstorm
b18sandh1cr,,,,,17 (Boys 18U (2-day)),,,,,,,,,,,,,,,,,,,,,,,,Sandhills 18U Rob
b18scelt1pm,,,,,,,25th (B18 USA),,,,,,,,,,,,,,,,,,,,,,
b18serva1od,,,,,5 (Boys 18U (2-day)),,,,,,,,,,,,,,,,,,,,,,,,SERV 18 Beast
b18skyln1fl,,,,,,,9th (B18 Open),,,,,,,,,,,,,,,,,,,,,,
b18sosvb1ge,,,,,,,15th (B18 Open),,,,,,,,,,,,,,,,,,,,,,
b18stars1fl,,,,,,,16th (B18 USA),,,,,,,,,,,,,,,,,,,,,,
b18stjoe1ha,,,,19 (18 Boys),,,,,,,,,,,,,,,,,,,,,,,,,St Joe STORM 18-1
b18storm1fl,,,,,,,25th (B18 USA),,,,,,,,,,,,,,,,,,,,,,
b18tkvbc2so,,,,,,,23rd (B18 USA),,,,,,,,,,,,,,,,,,,,,,
b18tmdyn1ha,,,,15 (18 Boys),,,,,,,,,,,,,,,,,,,,,,,,,Dynasty Boys 18 Black
b18tnvba1ha,,,,3 (18 Boys),,,,,,,,,,,,,,,,,,,,,,,,,True North B18s Green
b18topfl1fl,,,,,,,17th (B18 Open),,,,,,,,,,,,,,,,,,,,,,
b18trdun1cr,,,,,1 (Boys 18U (2-day)),,,,,,,,,,,,,,,,,,,,,,,,TU Boys 18-Elite
b18trdun2cr,,,,,10 (Boys 18U (2-day)),,,,,,,,,,,,,,,,,,,,,,,,TU Boys 18-Select
b18tribe1fl,,,,,,,4th (B18 Open),,,,,,,,,,,,,,,,,,,,,,
b18tribe2fl,,,,,,,15th (B18 Open),,,,,,,,,,,,,,,,,,,,,,
b18trngl2cr,,,,,16 (Boys 18U (2-day)),,,,,,,,,,,,,,,,,,,,,,,,Triangle Boys 18 Blue
b18tropi1fl,,,,,,,8th (B18 Open),,,,,,,,,,,,,,,,,,,,,,
b18tropi2fl,,,,,,,19th (B18 USA),,,,,,,,,,,,,,,,,,,,,,
b18unite1fl,,,,,,,13th (B18 Open),,,,,,,,,,,,,,,,,,,,,,
b18unite2fl,,,,,,,9th (B18 USA),,,,,,,,,,,,,,,,,,,,,,
b18unvbc1ha,,,,2 (18 Boys),,,,,,,,,,,,,,,,,,,,,,,,,KC United 18 Navy
b18unvbc2ha,,,,17 (18 Boys),,,,,,,,,,,,,,,,,,,,,,,,,KC United 18 Red
b18uotvb1fl,,,,,,,19th (B18 Open),,,,,,,,,,,,,,,,,,,,,,
b18welln1fl,,,,,,,11th (B18 USA),,,,,,,,,,,,,,,,,,,,,,
b18welln2fl,,,,,,,13th (B18 USA),,,,,,,,,,,,,,,,,,,,,,
b18wpvcb1fl,,,,,,,1st (B18 Open),,,,,,,,,,,,,,,,,,,,,,
b18wpvcb2fl,,,,,,,5th (B18 Open),,,,,,,,,,,,,,,,,,,,,,
b18wpvcb3fl,,,,,,,13th (B18 USA),,,,,,,,,,,,,,,,,,,,,,
b18xcelp1cr,,,,,15 (Boys 18U (2-day)),,,,,,,,,,,,,,,,,,,,,,,,XVP 18 Elite Boys
code,,,,,,,Finish (B18 Open),,,,,,,,,,,,,,,Finish (12U),Finish (13U),Finish (14U),Finish (14U),Finish (15U),Finish (16U),Finish (18U),
g10007696pu,,,,,,,,,,,,,,,,,,5 (10 Girls),,,,,,,,,,,
g10157222pu,,,,,,,,,,,,,,,,,,9 (10 Girls),,,,,,,,,,,
g102unvb1nt,,5 (10 Patriot),,,,,,,,,,,,,,,,5 (10 Girls),,,,,,,,,,,
g10397892pu,,,,,,,,,,,,,,,,,,1 (10 Girls),,,,,,,,,,,Kali 10-Whitney
g10397893pu,,,,,,,,,,,,,,,,,,25 (10 Girls),,,,,,,,,,,
g1040at81pu,,,,,,,,,,,,,,,,,,37 (10 Girls),,,,,,,,,,,
g104f88c1pu,,,,,,,,,,,,,,,,,,17 (10 Girls),,,,,,,,,,,
g10994502pu,,1 (10 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,,
g10mavbc1ha,,,,20 (11 Club),,,,,,,,,,,,,,,,,,,,,,,,,MAVS 10 Elite
g10pvakc1ha,,,,21 (11 Club),,,,,,,,,,,,,,,,,,,,,,,,,PVA 10 Elite
g10tsnts1ha,,,,17 (11 Club),,,,,,,,,,,,,,,,,,,,,,,,,Topeka Saints 10 Gold
g11007699pu,,,,,,,,,,,,,,,,,,9 (11 Open),,,,,,,,,,,
g11209vb1ev,,,,,,,,,,,,,,,,,,63 (11 Club),,,,,,,,,,,
g114f88c1pu,,,,,,,,,,,,,,,,,,3 (11 Club),,,,,,,,,,,
g114f88c2pu,,,,,,,,,,,,,,,,,,18 (11 Open),,,,,,,,,,,
g11809ac1ah,,,,,,,,,,,,,,,,,,10 (11 Club),,,,,,,,,,,
g11acavc1ov,,,,,,,,3 (12 Club Girls),,,,,,,,,,,,,,,,,,,,,AVC CLE 11 Red
g11acavc2ov,,,,,,,,20 (12 Club Girls),,,,,,,,,,,,,,,,,,,,,AVC CLE 11 White
g11acdvp1nc,,11 (10 Patriot),,,,,,,,,,,,,,,,19 (10 Girls),,,,,,,,,,,Academy West 11 National
g11afive1so,,,,,,,,,,,,,,,,,,13 (10 Girls),,,,,,,,,,,A5 11 Lori
g11akiva1pr,,,,,,,,,,None (12 Girls Full Schedule),,5 (12 Club),,,,,,,,,,,,,,,,,KIVA 11 Red
g11akiva2pr,,,,,,,,,,,,15 (12 Club),,,,,,,,,,,,,,,,,KIVA 11 White
g11allin1fl,,,,,,,,,,,,,,,,,,52 (10 Girls),,,,,,,,,,,AVA 11 Royal
g11arete1nt,,17 (10 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,,
g11aspir1az,,,,,,38 (12 Girls),,,,,,,,,,,,,,,,,,,,,,,Aspire 11 Alpha
g11atprv2nt,,,,,,,,,,,,,,,,,,52 (10 Girls),,,,,,,,,,,
g11atprv3nt,,,,,,,,,,,,,,,,,,41 (10 Girls),,,,,,,,,,,
g11azsky1az,,,,,,30 (12 Girls),,,,,,,,,,,,,,,,,,,,,,,AZ SKY 11 Gold
g11azsky2az,,,,,,37 (12 Girls),,,,,,,,,,,,,,,,,,,,,,,AZ SKY 11 Blue
g11bossc1ov,,,,,,,,11 (12 Club Girls),,,,,,,,,,,,,,,,,,,,,Boss CLE 11-1
g11capco1fl,,,,,,,,,,,,,,,,,,31 (10 Girls),,,,,,,,,,,Cape Coast 11 GLORY
g11ccvvb1fl,,,,,,,,,,,,,,,,,,47 (10 Girls),,,,,,,,,,,CCVV 11 FUCHSIA
g11charg1ok,,5 (10 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,,OK Charge 11 UA
g11cinva1ov,,,,,,,,,,,,15 (12 Club),,,,,,,,,,,,,,,,,CinciVB Acad 11 Hayes
g11clbfy1fl,,,,,,,,,,,,,,,,,,42 (10 Girls),,,,,,,,,,,
g11coast1fl,,,,,,,,,,,,,,,,,,15 (10 Girls),,,,,,,,,,,
g11coqui1pu,,,,,,,,,,,,,,,,,,11 (10 Girls),,,,,,,,,,,BORINQUEN COQUI 11-1F
g11corsl1gw,,,,9 (11 Club),,,,,,,,,,,,,,,,,,,,,,,,,Core STL 11 Navy
g11corsl2gw,,,,11 (11 Club),,,,,,,,,,,,,,,,,,,,,,,,,Core STL 11 Carolina
g11cvbco1ov,,,,,,,,2 (12 Club Girls),,,,,,,,,,,,,,,,,,,,,CVC 11 BLACK
g11cvbco2ov,,,,,,,,11 (12 Club Girls),,,,,,,,,,,,,,,,,,,,,CVC 11 BLUE
g11cvbco3ov,,,,,,,,17 (12 Club Girls),,,,,,,,,,,,,,,,,,,,,CVC 11 SILVER
g11eagmt1nt,,5 (10 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,,EMV 11.1 National Black
g11eleva1ov,,15 (10 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,,Elevation 11 Dawn
g11elevb1rm,,23 (10 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,,
g11fgsva1fl,,,,,,,,,,,,,,,,,,37 (10 Girls),,,,,,,,,,,Gulfside 11U Elite
g11field1nt,,15 (10 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,,FH 11 Ikaika Toa
g11force1ov,,,,,,,,21 (12 Club Girls),,,,,,,,,,,,,,,,,,,,,ForceVC 11-1
g11freed1ha,,,,14 (11 Club),,,,,,,,,,,,,,,,,,,,,,,,,Freedom 11 Blue
g11freed2ha,,,,21 (11 Club),,,,,,,,,,,,,,,,,,,,,,,,,Freedom 11 Red
g11frogs1nt,,3 (10 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,,MADFROG 11'S N GREEN
g11frogs2nt,,5 (10 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,,MADFROG 11'S N BLACK
g11frogs3nt,,,,,,,,,,,,,,,,,,25 (10 Girls),,,,,,,,,,,MADFROG 11'S N WHITE
g11gardn3fl,,,,,,,,,,,,,,,,,,14 (10 Girls),,,,,,,,,,,WGVC 11-3
g11govol1ch,,,,,,,,,,,,,,,,,,51 (10 Girls),,,,,,,,,,,GO Volley 11
g11gpont1fl,,,,,,,,,,,,,,,,,,17 (10 Girls),,,,,,,,,,,GP 11 Rox
g11hpstl1gw,,19 (10 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,,HPSTL 11 Royal
g11hpstl2gw,,13 (10 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,,HP South 11 Premier
g11hpstl3gw,,13 (10 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,,HPSTL 11 Orange
g11innov1pu,,,,,,,,,,,,,,,,,,23 (10 Girls),,,,,,,,,,,InnovativeVC 11-1 Albert
g11invas1ha,,,,23 (11 Club),,,,,,,,,,,,,,,,,,,,,,,,,Invasion 11-Black
g11ivcpr1pu,,,,,,,,,,,,,,,,,,45 (10 Girls),,,,,,,,,,,
g11julie10pu,,,,,,,,,,,,,,,,,,27 (10 Girls),,,,,,,,,,,
g11k1vol10pu,,,,,,,,,,,,,,,,,,3 (10 Girls),,,,,,,,,,,K1 Bayamon Odimar
g11k1vol12pu,,,,,,,,,,,,,,,,,,20 (10 Girls),,,,,,,,,,,
g11k1vol8pu,,,,,,,,,,,,,,,,,,31 (10 Girls),,,,,,,,,,,
g11knvbc1ha,,,,8 (11 Club),,,,,,,,,,,,,,,,,,,,,,,,,KNVBC 11-1
g11lands1ha,,,,17 (11 Club),,,,,,,,,,,,,,,,,,,,,,,,,Landshark 11 Black
g11larpr1ls,,10 (10 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,,
g11legvc1lk,,,,,,,,,,,,2 (12 Club),,,,,,10 (10 Girls),,,,,,,,,,,Legacy 11-1 ADIDAS
g11loma113pu,,,,,,,,,,,,,,,,,,39 (10 Girls),,,,,,,,,,,Lomanview 11
g11mavbc1ha,,,,13 (12 Club),,,,,,,,,,,,,,,,,,,,,,,,,MAVS 11 Elite
g11mavbc2ha,,,,32 (12 Club),,,,,,,,,,,,,,,,,,,,,,,,,MAVS KC 11 National
g11mavbc3ha,,,,5 (11 Club),,,,,,,,,,,,,,,,,,,,,,,,,MAVS KC 11 Premier
g11mavbc4ha,,,,9 (11 Club),,,,,,,,,,,,,,,,,,,,,,,,,MAVS KC 11 Regional
g11mavsc1ha,,11 (10 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,,
g11mavsc2ha,,22 (10 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,,
g11mavse1ha,,17 (10 Patriot),,2 (11 Club),,,,,,,,,,,,,,,,,,,,,,,,,MAVS 816 11 National
g11miava1fl,,,,,,,,,,,,,,,,,,30 (10 Girls),,,,,,,,,,,LSV 11 Orange
g11momet1fl,,,,,,,,,,,,,,,,,,33 (10 Girls),,,,,,,,,,,FL Momentum 11 Neon Gold
g11msprt1ov,,,,,,,,,,,,14 (12 Club),,,,,,,,,,,,,,,,,Mintonette Sports - m.11
g11msprt2ov,,,,,,,,,,,,18 (12 Club),,,,,,,,,,,,,,,,,Mintonette Sports - m.12
g11munvb1ho,,,,,,,,15 (12 Club Girls),,None (12 Girls Full Schedule),,,,,,,,,,,,,,,,,,,Munciana 11 Yukons
g11mwvc12pu,,,,,,,,,,,,,,,,,,50 (10 Girls),,,,,,,,,,,MWVC 11-1 Janet
g11nextv1ov,,,,,,,,,,,,19 (12 Club),,,,,,,,,,,,,,,,,Next 11xBlue
g11ngvjr1so,,,,,,,,,,,,,,,,,,33 (10 Girls),,,,,,,,,,,
g11nsscv1gw,,21 (10 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,,
g11nvpur2pu,,9 (10 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,,
g11omniv1az,,,,,,33 (12 Girls),,,,,,,,,,,,,,,,,,,,,,,Omni 11N1
g11opeak1ok,,,,1 (11 Club),,,,,,,,,,,,,,,,,,,,,,,,,PEAK 11-1 Elite
g11oprem1ov,,,,,,,,,,,,9 (12 Club),,,,,,,,,,,,,,,,,OPVC 11 Nadler
g11opuvb1fl,,,,,,,,,,,,,,,,,,36 (10 Girls),,,,,,,,,,,OPU 11-1
g11otbva1fl,,,,,,,,,,,,,,,,,,46 (10 Girls),,,,,,,,,,,OT 11 O Omi
g11power1ha,,,,3 (11 Club),,,,,,,,,,,,,,,,,,,,,,,,,KC Power 11-1
g11pr1pu1pu,,,,,,,,,,,,,,,,,,11 (10 Girls),,,,,,,,,,,
g11premr1nt,,,,,,,,,,,,,,,,,,15 (10 Girls),,,,,,,,,,,
g11pvakc1ha,,,,7 (11 Club),,,,,,,,,,,,,,,,,,,,,,,,,PVA 11 Elite
g11pvakc2ha,,,,11 (11 Club),,,,,,,,,,,,,,,,,,,,,,,,,PVA 11 National
g11revol1az,,,,,,18 (12 Girls),,,,,,,,,,,,,,,,,,,,,,,AZ REV 11 Premier
g11rfvbc1su,,,,,,15 (12 Girls),,,,,,,,,,,,,,,,,,,,,,,RVC Impact 11
g11rtovc1pu,,,,,,,,,,,,,,,,,,5 (10 Girls),,,,,,,,,,,TOVC García 11u
g11rwdth1gw,,23 (10 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,,Rockwood Thunder 11 Elite
g11rwdth2gw,,19 (10 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,,Rockwood Thunder 11Navy
g11rwdth4gw,,25 (10 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,,
g11skyln1nt,,3 (10 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,,Dallas Skyline 11 Royal
g11slcre1gw,,,,15 (11 Club),,,,,,,,,,,,,,,,,,,,,,,,,STL Crossfire 11 SR1
g11spart1fl,,,,,,,,,,,,,,,,,,48 (10 Girls),,,,,,,,,,,
g11storm1az,,,,,,32 (12 Girls),,,,,,,,,,,,,,,,,,,,,,,ARIZONA STORM 11 THUNDER
g11sunsh1sc,,25 (10 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,,Sunshine 11 Firecrackers
g11swvbc1ov,,,,,,,,22 (12 Club Girls),,,,,,,,,,,,,,,,,,,,,Southwest 11E Amy
g11tavbj1ho,,,,,,,,,,,,,,,,,,2 (10 Girls),,,,,,,,,,,Boiler Jrs 11-1E Gold
g11tiv c1pu,,,,,,,,,,,,,,,,,,35 (10 Girls),,,,,,,,,,,Corozal TIV 11-1 Guillo
g11tmdyn1ha,,2 (10 Patriot),,5 (12 Club),,,,,,,,,,,,,,3 (10 Girls),,,,,,,,,,,DYNASTY 11 Black 
g11tmdyn2ha,,,,5 (11 Club),,,,,,,,,,,,,,,,,,,,,,,,,DYNASTY 11 Blue
g11tmdyn3ha,,,,19 (11 Club),,,,,,,,,,,,,,,,,,,,,,,,,DYNASTY 11 Adidas
g11tmdyn4ha,,,,23 (11 Club),,,,,,,,,,,,,,,,,,,,,,,,,DYNASTY 11 - 3 Stripe
g11tnvbc1fl,,,,,,,,,,,,,,,,,,39 (10 Girls),,,,,,,,,,,Tampa North 11 Black
g11trngl1cr,,,,,2 (11-12 Girls (1-day Saturday)),,,,,,,,,,,,,,,,,,,,,,,,Triangle 11 Black
g11trngl2cr,,,,,5 (11-12 Girls (1-day Saturday)),,,,,,,,,,,,,,,,,,,,,,,,Triangle 11 Blue
g11tsnts1ha,,,,3 (11 Club),,,,,,,,,,,,,,,,,,,,,,,,,Topeka Saints 11 Gold
g11tsnts2ha,,,,13 (11 Club),,,,,,,,,,,,,,,,,,,,,,,,,Topeka Saints 11 Navy
g11tsnts3ha,,,,15 (11 Club),,,,,,,,,,,,,,,,,,,,,,,,,Topeka Saints 11 Slater
g11tsvba1fl,,,,,,,,,,,,,,,,,,21 (10 Girls),,,,,,,,,,,Top Select 11 Elite
g11uotvb2fl,,,,,,,,,,,,,,,,,,27 (10 Girls),,,,,,,,,,,
g11uotvb3fl,,,,,,,,,,,,,,,,,,54 (10 Girls),,,,,,,,,,,
g11uvcep1su,,,,,,13 (12 Girls),,,,,,,,,,,,,,,,,,,,,,,915 11 Victor
g11vaque1pu,,,,,,,,,,,,,,,,,,5 (10 Girls),,,,,,,,,,,Vaqueras 11F Edwin
g11vaque2pu,,,,,,,,,,,,,,,,,,24 (10 Girls),,,,,,,,,,,Vaqueras 11F Lewis
g11vaque5pu,,,,,,,,,,,,,,,,,,29 (10 Girls),,,,,,,,,,,Vaqueras 11F Oscar
g11vaven1ls,,,,,,,,,,,,,20 (12 National),,,,,,,,,,,,,,,,VALLEY VENOM 11-1
g11victr1az,,,,,,31 (12 Girls),,,,,,,,,,,,,,,,,,,,,,,Victorium 11UA
g11vvcaz1az,,,,,,40 (12 Girls),,,,,,,,,,,,,,,,,,,,,,,OVA 11G Select
g11wpvcb1fl,,,,,,,,,,,,,,,8 (12 Open),,,54 (10 Girls),,,,,,,,,,,WPVC 11 Armour Black
g12157223pu,,,,,,,,,,,,,,,,,,37 (12 Classic),,,,,,,,,,,
g122unvb1nt,7 (12 & Under),9 (12 National),,,,,,,,,,,,,,,,,,,,,,,,,,,
g122unvb2nt,,57 (12 American),,,,,,,,,,,,,,,,,,,,,,,,,,,
g124f88c1pu,,,,,,,,,,,,,,,,,,25 (12 Club),,,,,,,,,,,
g12514vb1ov,,,,,,,,,,,,,,,,,,21 (12 Premier),,,,,,,,,,,
g12514vb2ov,,,,,,,,,,,,,,,,,,158 (12 Classic),,,,,,,,,,,
g12541va1od,,,,,,,,,,,,,,,,,,62 (12 Club),,,,,,,,,,,
g12788ev1pu,,,,,,,,,,,,,,,,,,42 (12 Club),,,,,,,,,,,
g12809ac1ah,,,,,,,,,,,,,,,,,,19 (12 Premier),,,,,,,,,,,
g12809ac3ah,,,,,,,,,,,,,,,,,,83 (12 Classic),,,,,,,,,,,
g12809ac4ah,,,,,,,,,,,,,,,,,,73 (12 Classic),,,,,,,,,,,
g12949av1sc,,,,,,,,,,,,,,,,,,,,,,93rd (12U),,,,,,,
g12a4vol1sc,,,,,,,,,,,,,,,,,,,,,,77th (12U),,,,,,,
g12aaavc1sc,,,,,,,,,,,,,,,,,,,,,,65th (12U),,,,,,,
g12aaavc2sc,,,,,,,,,,,,,,,,,,,,,,139th (12U),,,,,,,
g12absol1nc,,31 (11 National),,,,,,,,,,,,,,,,,,,,,,,,,,,Absolute 12 Black
g12acavc1ov,,,,,,,,3 (12 Open Girls),,,,3 (12 Open),,,,,,,,,,,,,,,,,AVC CLE 12 Red
g12acavc2ov,,,,,,,,11 (12 Open Girls),,,,15 (12 Open),,,,,,,,,,,,,,,,,AVC CLE 12 White
g12acdvp1nc,,13 (11 National),,,,,,,,,,,,,,,,,,,,,,,,,,,Academy West 12 National
g12acdvp2nc,,29 (11 National),,,,,,,,,,,,,,,,,,,,,,,,,,,
g12actvb1sc,,,,,,,,,,,,,,,,,,,,,,17th (12U),,,,,,,
g12actvb2sc,,,,,,,,,,,,,,,,,,,,,,89th (12U),,,,,,,
g12actvb3sc,,,,,,,,,,,,,,,,,,,,,,125th (12U),,,,,,,
g12actvb4sc,,,,,,,,,,,,,,,,,,,,,,121st (12U),,,,,,,
g12actyv1sc,,,,,,,,,,,,,,,,,,,,,,33rd (12U),,,,,,,Actyve 12-Navy
g12actyv2sc,,,,,,,,,,,,,,,,,,,,,,105th (12U),,,,,,,
g12advtg1cr,,,,,11 (12U Girls (3-day)),,,,,,,,,,,,,,,,,,,,,,,,Advantage 12 Teal
g12advtg2cr,,,,,12 (12U Girls (3-day)),,,,,,,,,,,,,,,,,,,,,,,,Advantage 12 White
g12afive1so,,3 (11 National),,,,,,,,,,,,,,,,3 (11 Open),,,,,,,,,,,A5 12-1 LA
g12afive2so,,47 (11 National),,,,,,,,,,,,,,,,,,,,,,,,,,,A5 12 Jose (AAU)
g12ainvb1az,,,,,,5 (12 Girls),,,,,,,,,,,,,,,,,,,,,,,All In 12
g12ajvba1ls,,,,,,,,,,,,,1 (12 National),,,,,,,,,,,,,,,,AJV 12 adidas
g12akiva1pr,,,,,,,,,,None (12 Girls Full Schedule),,1 (12 Open),,,,,,3 (11 Open),,,,,,,,,,,KIVA 12 Red
g12akiva2pr,,,,,,,,,,None (12 Girls Full Schedule),,3 (12 Open),,,,,,5 (11 Club),,,,,,,,,,,KIVA 12 White
g12akiva3pr,,,,,,,,,,None (12 Girls Full Schedule),,9 (12 Open),,,,,,,,,,,,,,,,,KIVA 12 Black
g12akiva4pr,,,,,,,,,,None (12 Girls Full Schedule),,8 (12 Club),,,,,,,,,,,,,,,,,KIVA 12 Silver
g12alamo1ls,,30 (11 National),,,,,,,,,,,5 (12 National),,,,,,,,,,,,,,,,Alamo 12 Premier
g12alamo2ls,,,,,,,,,,,,,9 (12 National),,,,,,,,,,,,,,,,Alamo 12 Elite
g12allia3gl,,35 (11 National),,,,,,,,,,,,,,,,,,,,,,,,,,,
g12allin1fl,,,,,,,,,,,,,,,,,,18 (11 Club),,,,,,,,,,,AVA 12 Royal
g12aperf1ls,,,,,,,,,,,,,9 (12 National),,,,,15 (11 Open),,,,,,,,,,,AP 12 adidas
g12apex11sc,,,,,,,,,,,,,,,,,,,,,,135th (12U),,,,,,,
g12arcad1sc,,,,,,,,,,,,,,,,,,,,,,117th (12U),,,,,,,
g12arete1nt,,,,,,,,,,,,,5 (12 National),,,,,,,,,,,,,,,,Arete 12 Navy Telos
g12arsnl1lk,,,,,,,,7 (12 Club Girls),,,,,,,,,,,,,,,,,,,,,AVBC 12 National
g12arvbc1ov,,,,,,,,5 (12 Club Girls),,,,,,,,,,,,,,,,,,,,,AVA-12N Sickles
g12arvbc2ov,,,,,,,,9 (12 Club Girls),,,,,,,,,,,,,,,,,,,,,AVA-12N Uttamchandani
g12askyl1ls,,,,,,,,,,,,,5 (12 National),,,,,,,,,,,,,,,,Austin Skyline 12 Royal
g12askyl2ls,,,,,,,,,,,,,18 (12 National),,,,,,,,,,,,,,,,Austin Skyline 12 Black
g12aspir1az,,,,,,13 (12 Girls),,,,,,,,,,,,,,,,,,,,,,,Aspire 12 Alpha
g12aspir2az,,,,,,36 (12 Girls),,,,,,,,,,,,,,,,,,,,,,,Aspire 12 Premier
g12atomc1az,,5 (11 Patriot),,,,3 (12 Girls),,,,,,,,,,,,,,,,,,,,,,,ATOMIC 12 Smack Premier
g12atomc2az,,,,,,16 (12 Girls),,,,,,,,,,,,,,,,,,,,,,,ATOMIC 12 Smack Elite
g12azevj1az,,,,,,8 (12 Girls),,,,,,,,,,,,,,,,,,,,,,,AZ EVJ 12 Elite
g12azsky1az,,1 (11 Patriot),,,,8 (12 Girls),,,,,,,,,,,,,,,,,,,,,,,AZ Sky 12 Gold
g12azsky2az,,,,,,10 (12 Girls),,,,,,,,,,,,,,,,,,,,,,,AZ SKY 12 Blue
g12azsky3az,,,,,,28 (12 Girls),,,,,,,,,,,,,,,,,,,,,,,AZ Sky 12N1
g12bakvc1sc,,,,,,,,,,,,,,,,,,,,,,29th (12U),,,,,,,
g12bakvc2sc,,,,,,,,,,,,,,,,,,,,,,53th (12U),,,,,,,
g12balby1sc,,,,,,,,,,,,,,,,,,,,,,73th (12U),,,,,,,
g12bchct1sc,,,,,,,,,,,,,,,,,,,,,,49th (12U),,,,,,,
g12bchct2sc,,,,,,,,,,,,,,,,,,,,,,131th (12U),,,,,,,
g12beevb1fl,,,,,,,,,,,,,,,,,,75 (11 Club),,,,,,,,,,,
g12bfire1ov,,,,,,,,13 (12 Club Girls),,,,,,,,,,,,,,,,,,,,,Buckeyefire 12 Vertock
g12bomer1fl,,,,,,,,,,,,,,,,,,51 (11 Club),,,,,,,,,,,BVA 12 Elite Alyssa
g12bossc1ov,,,,,,,,,,,,10 (12 Open),,,,,,,,,,,,,,,,,Boss CLE 12-1
g12bossc2ov,,,,,,,,13 (12 Club Girls),,,,,,,,,,,,,,,,,,,,,Boss CLE 12-2
g12bossc3ov,,,,,,,,15 (12 Club Girls),,,,,,,,,,,,,,,,,,,,,Boss CLE 12-3
g12brusa1sc,,,,,,,,,,,,,,,,,,,,,,39th (12U),,,,,,,BRUSA 12-1 William
g12c909v1sc,,,,,,,,,,,,,,,,,,,,,,113th (12U),,,,,,,
g12capco1fl,,,,,,,,,,,,,,,,,,47 (11 Club),,,,,,,,,,,Cape Coast 12 CASSINI
g12capvb1cr,,,,,6 (11-12 Girls (1-day Saturday)),,,,,,,,,,,,,,,,,,,,,,,,Cap City 12 Navy
g12ccity1ho,,27 (11 National),,,,,,,,,,,,,,,,,,,,,,,,,,,Circle City 12 Purple
