g17dfnsa2ca,Defensa 17 Kevin,,,,,17 (17 Club),,,,,,,,,,,,,,,,,
g17dfrog1sc,DartFrog 17-Black,,,,,,,,,,,,95 (16 Premier),,,,,,,,,44th (17U Div 1-4 Event #1),
g17dfvbc1lk,Dead Frog 17 Black 2024,,,,,,,,,,,,123 (16 Club),,,,,,,,,,
g17dfvbc3lk,Dead Frog 17 Black 2025,,,,,,,5 (17 Club),,,1 (17 Club Green),,,,,,,,,,,,
g17dgths1sc,Dig This! 17 Black,,,63 (16 Patriot),,,,,,,,,,,,,,,,,,,
g17dgvbc1ov,DGVBC 17-1,,,,,5 (17 Classic),,,,,,,,,,,,,,,,,
g17djvbc1ov,Dayton Jrs.-17 Blue,,,,,,,,,,29 (17 Club White),,87 (16 Elite),,,,,,,,,,
g17djvbc2ov,Dayton Jrs.-17 Gold,,,,,,,,,,21 (17 Club Blue),,,,,,,,,,,,
g17dmite2fl,Dynamite U17 Orange,,,,,,,,,,,,143 (16 Spirit),,,,,,,,,,
g17dmvev1ch,DMV Elite 17,,,,,,,,,,,,141 (16 Premier),,,,,,,,,,
g17dnhvb1ne,Dynamo 17-1 Jon,,,,,,,,,,,,132 (16 Club),,,,,,,,,,
g17drctn1cr,Direction 17 Royal,,,,,,,,,,,,151 (16 Aspire),,,,,,,,,,
g17drive1nt,Drive Nation 17-Red,103 (16 & Under),,5 (16 American),,,,,33 (17 National ),,,,,,,,,,,,,,
g17drive2nt,Drive Nation 17-Black,,,5 (16 Freedom),,,,,,,,,,,,,,,,,,,
g17dsrts1sc,Desert Sports 17-Melissa,,,,,,,,,,,,,,,,,,,,,73th (17U Div 5-20 Event #1),
g17dstjr1ge,Downstate 17 Black,,,46 (16 National),,,,,,,,,,,,,,,,,,,
g17dunes1ho,Dunes 17 Black,,,,,5 (17 Premier),,,,,,,77 (16 Premier),,,,,,,,,,
g17dunes2ho,Dunes 17 Teal,,,,,,,,,,26 (17 Club White),,129 (16 Premier),,,,,,,,,,
g17dynmi1gl,DIVC 17 White,,,,,,,,,,,,95 (16 Spirit),,,,,,,,,,
g17ecair1bg,Air VBC 17 Blue,,,,,,,,,,,,2 (16 Spirit),,,,,,,,,,
g17ecjvc1cr,ECJVC 17 National,,,13 (16 USA),,,,,,,,,,,,,,,,,,,
g17ecpwr11ke,EC Power LV 17-Titanium,,,,,,,,,,,,24 (16 Premier),,,,,,,,,,
g17ecpwr1ke,EC Power KOP 17-Steel,42 (16 & Under),,,,,,,,,,,19 (16 Open),,,,,,,,,,
g17ecpwr2ke,EC Power KOP 17-Cobalt,,,,,,,,,,,,91 (16 Premier),,,,,,,,,,
g17ecvba1cr,ECVA 17 Teal,,,,,,,,,,,,110 (16 Club),,,,,,,,,,
g17edge1bca,Milton Edge Steel,,,,,11 (17 Classic),,,,,,,,,,,,,,,,,
g17edgev1gl,The Edge 17 Elite,,,,,,,,,,,,77 (16 Spirit),,,,,,,,,,
g17eichs1gl,EVC 17 Elite,,,,,,,,,,,,25 (16 Classic),,,,,,,,,,
g17eichs2gl,EVC 17 National,,,,,,,,,,,,112 (16 Classic),,,,,,,,,,
g17elath1im,Elevate Athletics 17 Nike,,,9 (16 Freedom),,,,,,,,,48 (16 Premier),,,,,,,,,,
g17eleva1ov,Elevation 17 Chicas,49 (16 & Under),,32 (16 Open),,,,3 (17 Open),,,5 (17 Open),,,,,,,,,,,,
g17eleva2ov,Elevation 17 Conner,,,9 (16 American),,,,18 (17 Open),,,9 (17 Premier Red),,,,,,,,,,,,
g17eleva3ov,Elevation 17 Cabo,,,,,,,19 (17 Premier),,,21 (17 Premier Red),,,,,,,,,,,,
g17elevb1rm,Elevation 17 Peak,,,27 (16 National),,,,,,5 (17/18 Elite),,,,,,,,,,,,,
g17elevb2rm,Elevation 17 Timberline,,,,,,,,,23 (17/18 Elite),,,,,,,,,,,,,
g17elite1gp,NE Elite 17 Mamba,,,,,,,,,,,,47 (16 Open),,,,,,,,,,
g17elite1od,BEACH ELITE 17B ADIDAS,,,,,,,,,,,,89 (16 Premier),,,,,,,,,,
g17elite2gp,NE Elite 17 Koa,,,,,,,,,,,,67 (16 Aspire),,,,,,,,,,
g17elite2od,BEACH ELITE 17R ADIDAS,,,,,,,,,,,,147 (16 Club),,,,,,,,,,
g17elite3gp,NE Elite 17 Prime,,,,,,,,,,,,67 (16 Spirit),,,,,,,,,,
g17elvte1bg,Elevate 17 Odd Ducks,,,,,,,,,,,,127 (16 Club),,,,,,,,,,
g17encoe1nc,Encore 17 Damien,,,72 (16 Patriot),,,,,,,,,,,,,,,,,,,
g17engry1fl,PureEnergy 17UFusion A,,,,,,,,,,,,82 (16 Aspire),,,,,,,,,,
g17engry2fl,PureEnergy 17UNuclear V&K,,,,,,,,,,,,116 (16 Classic),,,,,,,,,,
g17enrgy1gl,Forza Girls 17 Black,,,,,,,,,,,,82 (16 Aspire),,,,,,,,,,
g17epicu1gl,Epic United 17 Elite,,,,,,,,,,,,24 (16 Club),,,,,,,,,,
g17epicu2gl,Epic United 17 National,,,,,,,,,,,,35 (16 Spirit),,,,,,,,,,
g17epvbc1bg,Epic 17-Black,,,,,,,,,,,,41 (16 Aspire),,,,,,,,,,
g17estsd1ia,ESVBC 17U Yeti National,,,,,,,,,,3 (17 Club White),,61 (16 Club),,,,,,,,,,
g17estsd2ia,ESVBC 17U Warriors Natnl,,,,,,,,,,15 (17 Club Red),,,,,,,,,,,,
g17esvbc1ov,17 Elite,,,,,,,,,,,,69 (16 Club),,,,,,,,,,
g17eta1v1nt,ETA1 17 Black,,,55 (16 Patriot),,,,,,,,,,,,,,,,,,,
g17euvba1ho,EU U17-Black,,,,,,,,,,,,59 (16 Open),,,,,,,,,,
g17euvba2ho,EU U17-Platinum,,,,,,,,,,,,77 (16 Open),,,,,,,,,,
g17euvba3ho,EU U17-Silver,,,,,,,,,,,,145 (16 Spirit),,,,,,,,,,
g17evady1pr,EVA 17 Blue,,,,,,,,,,5 (17 Club White),,63 (16 Premier),,,,,,,,,,
g17evavb1de,EVA 17 Elite,,,45 (16 Patriot),,,,,,,,,,,,,,,,,,,
g17evavb1ho,Empowered 17 Elite Black,,,,,,,,,,25 (17 Premier Red),,103 (16 Premier),,,,,,,,,,
g17evavbaho,Empowered 17 Elite Onyx,,,,,,,,,,9 (17 Club Green),,,,,,,,,,,,
g17evbtc1ov,EliteVBTC 17 Black,,,,,,,21 (17 Open),,,,None (17-18 Girls Full Schedule),51 (16 Open),,,,,,,,,,
g17evbtc2ov,EliteVBTC 17 Blue,,,,,,,31 (17 Open),,,,None (17-18 Girls Full Schedule),46 (16 Premier),,,,,,,,,,
g17evbtc3ov,EliteVBTC 17 National,,,,,,,20 (17 Club),,,,None (17-18 Girls Full Schedule),114 (16 Club),,,,,,,,,,
g17excel1nt,EXCEL 17 National Red,58 (16 & Under),,21 (16 American),,,,,19 (17 Invitational),,,,,,,,,,,,,,
g17excel2nt,EXCEL 17 National White,,,35 (16 National),,,,,,,,,,,,,,,,,,,
g17excnw1ce,Excel NW 17-1 Lux,,,61 (16 Patriot),,,,,,23 (17/18 Elite),,,,,,,,,,,,,
g17fcael1fl,FCA Elevate 17u Elite,,,,,,9 (17G Premier),,,,,,,,,,,,,,,,
g17fcamdach,Aftershock (Acts 4:31),,,,,,,,,,,,95 (16 Club),,,,,,,,,,
g17fcavb1rm,FCA One 17s,,,,,,,,,25 (17/18 Elite),,,,,,,,,,,,,
g17fceli1bg,FC Elite 17 Navy,113 (16 & Under),,5 (16 Patriot),,,,,,,,,,,,,,,,,,,
g17fceli2bg,FC Elite 17 White,,,31 (16 American),,,,,,,,,,,,,,,,,,,
g17fceli3bg,FC Elite 17 Blue,,,43 (16 Patriot),,,,,,,,,,,,,,,,,,,
g17fevbc1fl,DME Elite 17-1,,,23 (16 USA),,,,,,,,,54 (16 Premier),,,,,,,,,,
g17field1nt,FH 17 Ikaika-Andy,,,9 (16 Liberty),,,,,,,,,,,,,,,,,,,
g17fight1ha,Fight Club VB 17-1,78 (16 & Under),,,,,,,,1 (17/18 Elite),,,9 (16 Premier),,,,,,,,,,
g17fivai1fl,FIVA 17U,,,,,,,,,,,,5 (16 Spirit),,,,,,,,,,
g17five11lk,Five:1 17-Black,,,,,,,22 (17 Open),,,13 (17 Premier Blue),,81 (16 Premier),,,,,,,,,,
g17five12lk,Five:1 17-Blue,,,,,,,32 (17 Club),,,32 (17 Club White),,114 (16 Club),,,,,,,,,,
g17five13lk,Five:1 17-White,,,,,,,,,,21 (17 Club Red),,,,,,,,,,,,
g17five14lk,Five:1 17-Red,,,,,,,,,,15 (17 Club Green),,,,,,,,,,,,
g17flelt1fl,FEVA 17 Black,,,,,,,,,,,,25 (16 Aspire),,,,,,,,,,
g17flelt2fl,FEVA 17 Courtney,,,,,,,,,,,,81 (16 Spirit),,,,,,,,,,
g17flelt3fl,FEVA 17 Red,,,,,,,,,,,,86 (16 Classic),,,,,,,,,,
g17fmvbc1de,501 Volley 17.1 National,,,33 (16 Freedom),,,,,,,,,,,,,,,,,,,
g17fmvbc2de,501 Volley 17.2 National,,,58 (16 Patriot),,,,,,,,,,,,,,,,,,,
g17force1nc,SynergyForce 17 Brad,53 (16 & Under),,,,,,,,,,,9 (16 Open),,,,,,,,,,
g17force1ov,ForceVC 17-1,,,,,7 (17 Open),,,,,13 (17 Premier Red),,,,,,,,,,,,
g17force2ov,ForceVC 17-2,,,,,5 (17 Club),,,,,,,,,,,,,,,,,
g17force3ov,ForceVC 17-3,,,,,3 (17 Classic),,,,,,,,,,,,,,,,,
g17forza1sc,FORZA1 17 ONE,96 (16 & Under),,2 (16 Patriot),,,,,,,,,,,,,,,,,,,
g17forza2sc,FORZA1 17 ONE Don,,,80 (16 Patriot),,,,,,,,,,,,,,,,,,,
g17forzn1sc,FORZA1 NORTH 17 ONE,33 (16 & Under),,5 (16 Open),,,,,,,,,,,,,,,,,,5th (17U Div 1-4 Event #1),
g17forzn2sc,FORZA1 NORTH 17 National,,,81 (16 Patriot),,,,,,,,,,,,,,,,,,38th (17U Div 1-4 Event #1),
g17fovbc1lk,FaR Out 17 Black,92 (16 & Under),,,,,,14 (17 Open),,,,None (17-18 Girls Full Schedule),17 (16 Open),,,,,,,,,,
g17fovbc2lk,FaR Out 17 Gold,,,,,,,13 (17 Premier),,,,None (17-18 Girls Full Schedule),9 (16 Spirit),,,,,,,,,,
g17fovbc3lk,FaR Out 17 Red,,,,,3 (17 Club),,,,,,,9 (16 Spirit),,,,,,,,,,
g17fovbc4lk,FaR Out 17 Silver,,,,,5 (17 Classic),,,,,,,,,,,,,,,,,
g17frcou1gw,FC United 17 Black,,,,,,,,,,,,67 (16 Aspire),,,,,,,,,,
g17frogs1nt,MADFROG 17'S N GREEN,11 (16 & Under),,13 (16 Open),,,,,5 (17 Invitational),,,,,,,,,,,,,,
g17frogs2nt,MADFROG 17'S N BLACK Lind,61 (16 & Under),,5 (16 USA),,,,,13 (17 Invitational),,,,,,,,,,,,,,
g17frogs3nt,MADFROG 17'S N WHITE,,,21 (16 Liberty),,,,,,,,,,,,,,,,,,,
g17front1we,Niagara Frontier 17 Navy,,,45 (16 American),,,,,,,,,,,,,,,,,,,
g17frvbc1rm,FRVBC 17-1 Black,,,11 (16 USA),,,,,,5 (17/18 Elite),,,,,,,,,,,,,
g17frvbc2rm,FRVBC 17-2 Red,,,,,,,,,13 (17/18 Club),,,,,,,,,,,,,
g17frvbc3rm,FRVBC 17-3 White,,,,,,,,,9 (17/18 Club),,,,,,,,,,,,,
g17fsfvb1so,575 VB 17-1 Paula WS,,,26 (16 Freedom),,,,,,,,,,,,,,,,,,,
g17fsfvb2so,575 VB 17-1 Ella PCVC,,,,,,,,,,,,9 (16 Classic),,,,,,,,,,
g17fsfvb3so,575 VB 17-2 Russell WS,,,,,,,,,,,,25 (16 Classic),,,,,,,,,,
g17fsfvb4so,575 VB 17-2 Cheyenne PCVC,,,30 (16 Freedom),,,,,,,,,,,,,,,,,,,
g17fsion1gl,Club Fusion 17-1 National,,,38 (16 American),,,,,,,,,,,,,,,,,,,
g17fsion2gl,Club Fusion 17-2 National,,,,,,,,,,,,63 (16 Club),,,,,,,,,,
g17fsion3gl,Club Fusion 17-3 National,,,,,,,,,,,,21 (16 Aspire),,,,,,,,,,
g17fsjvb1de,FSJ 17 Elite,,,,,,,,,,,,33 (16 Premier),,,,,,,,,,
g17futre1gl,Future G17-Elite,,,,,,,,,,2 (17 Club Blue),,,,,,,,,,,,
g17fuvbc1ke,Fusion 17 Blue,,,,,,,,,,,,128 (16 Premier),,,,,,,,,,
g17gampl1ov,GPA 17s Green,,,,,,,25 (17 Premier),,,,,130 (16 Aspire),,,,,,,,,,
g17gampl2ov,GPA 17s Green Elite,,,,,,,21 (17 Club),,,,,,,,,,,,,,,
g17gator1ov,Gators VBC 17 Premier,,,,,,,21 (17 Premier),,,3 (17 Premier Blue),,,,,,,,,,,,
g17gator2ov,Gators VBC 17 Elite,,,,,,,17 (17 Club),,,1 (17 Club Red),,,,,,,,,,,,
g17gator3ov,Gators VBC 17 Elite White,,,,,,,27 (17 Club),,,9 (17 Club Green),,,,,,,,,,,,
g17gator4ov,Gators 17 Elite Orange,,,,,,,17 (17 Club),,,21 (17 Club Blue),,,,,,,,,,,,
g17gcbus1ov,GCVC 17 Silver,,,,,,,9 (17 Premier),,,22 (17 Premier Red),,50 (16 Premier),,,,,,,,,,
g17gcbus2ov,GCVC 17 Blue,,,,,,,19 (17 Club),,,5 (17 Club Red),,62 (16 Elite),,,,,,,,,,
g17gcinc1ov,gc vbc 17-1,,,,,,,23 (17 Premier),,,,,,,,,,,,,,,
g17gcinc2ov,gc vbc 17-2,,,,,,,14 (17 Club),,,,,97 (16 Aspire),,,,,,,,,,
g17gcvba1ls,GCVA 171 Coast,,,,,,,,21 (17 National ),,,,,,,,,,,,,,
g17gjvbc1fl,GJ 17 Erin,,,1 (16 Liberty),,,,,,,,,1 (16 Elite),,,,,,,,,,
g17gnuin1sc,SD BEACH 17 PREMIER,,,37 (16 Patriot),,,,,,,,,,,,,,,,,,,
g17gpont1fl,GP 17 Rox,29 (16 & Under),,23 (16 Open),,,2 (17G Open),,,,,,3 (16 Open),,,,,,,,,,
g17gpont2fl,GP 17 Premier,,,42 (16 American),,,,,,,,,1 (16 Classic),,,,,,,,,,
g17gpont3fl,GP 17 Elite Black,,,,,,,,,,,,31 (16 Spirit),,,,,,,,,,
g17gpont4fl,GP 17 Elite Gold,,,,,,,,,,,,21 (16 Classic),,,,,,,,,,
g17grand1pm,Coast United 17,,,,,,,,,,,,31 (16 Club),,,,,,,,,,
g17grbvc1ho,GRV 17 Black,,,,,,,,,,3 (17 Premier Blue),,,,,,,,,,,,
g17gsevt1ge,GSEVC 17 Premier,,,,,,,,,,,,114 (16 Club),,,,,,,,,,
g17hedln1ov,Headlines VBC 17 Navy,,,,,,,5 (17 Club),,,5 (17 Club Red),,99 (16 Club),,,,,,,,,,
g17hforc1ls,Houston Force 17 Empire,,,85 (16 Patriot),,,,,,,,,,,,,,,,,,,
g17highd1rm,High Desert Elite 17 E-EK,,,,,,,,,22 (17/18 Elite),,,120 (16 Premier),,,,,,,,,,
g17highd2rm,High Desert Elite 17 E-AP,,,,,,,,,21 (17/18 Club),,,,,,,,,,,,,
g17hivev1im,Hive 17 Gold,,,,,,,,,,,,33 (16 Premier),,,,,,,,,,
g17hkjvb1ne,Husky 17 Smack,,,,,,,,,,,,123 (16 Premier),,,,,,,,,,
g17hkjvb3ne,Husky 17 Northeast Black,,,,,,,,,,,,116 (16 Aspire),,,,,,,,,,
g17holly1ov,Hollywood Elite- 17N,,,,,9 (17 Club),,,,,,,,,,,,,,,,,
g17hosky1ls,H Skyline 17 Royal,11 (16 & Under),,13 (16 Open),,,,,1 (17 Invitational),,,,,,,,,,,,,,
g17hosky2ls,H Skyline 17 Black,85 (16 & Under),,3 (16 USA),,,,,19 (17 Invitational),,,,,,,,,,,,,,
g17hosky3ls,H Skyline 17 White,,,,,,,,26 (17 National ),,,,,,,,,,,,,,
g17hotsh1rm,Hot Shotz 17 Black,,,,,,,,,,,,138 (16 Aspire),,,,,,,,,,
g17houjr1ls,HJV 17 ELITE,34 (16 & Under),,13 (16 Open),,,,,13 (17 Invitational),,,,,,,,,,,,,,
g17houjr2ls,HJV 17 PREMIER,118 (16 & Under),,,,,,,13 (17 National ),,,,3 (16 Elite),,,,,,,,,,
g17houpa1ls,HPRIME17Gold,,,29 (16 Patriot),,,,,29 (17 National ),,,,,,,,,,,,,,
g17houpa2ls,HPRIME17Adidas,,,,,,,,55 (17 National ),,,,105 (16 Spirit),,,,,,,,,,
g17houpa3ls,HPRIME17White,,,,,,,,58 (17 National ),,,,,,,,,,,,,,
g17hovac1ov,HOVA 17A Red,,,,,31 (17 Premier),,,,,,,,,,,,,,,,,
g17hpstl1gw,HPSTL 17 Royal,61 (16 & Under),,18 (16 National),,,,,,,,,,,,,,,,,,,
g17hpstl2gw,HP Illinois 17 National,,,3 (16 Freedom),,,,,,,,,,,,,,,,,,,
g17hpvba1lk,HP 17-1,,,,,,,5 (17 Premier),,,21 (17 Club White),,121 (16 Premier),,,,,,,,,,
g17hpvba2lk,HPVBA Nike 17-2,,,,,,,,,,,,92 (16 Elite),,,,,,,,,,
g17hpvba4lk,HP 17 Elite Gray,,,,,13 (17 Premier),,,,,,,,,,,,,,,,,
g17hsath1lk,High Street 17-Skelton,,,,,,,,,,5 (17 Club Red),,,,,,,,,,,,
g17hstar1ls,HOU STARS - 17 Adidas,,,,,,,,49 (17 National ),,,,,,,,,,,,,,
g17hsvba1ls,HOU STELLAR 17 ELITE,,,2 (16 USA),,,,,5 (17 Invitational),,,,,,,,,,,,,,
g17hsvba2ls,HOU STELLAR 17 PREMIER,,,9 (16 Patriot),,,,,26 (17 National ),,,,,,,,,,,,,,
g17hsvcc1ca,Scorpions Elite,,,,,23 (17 Club),,,,,,,,,,,,,,,,,
g17hsvcc2ca,Scorpions Havoc,,,,,12 (17 Classic),,,,,,,,,,,,,,,,,
g17htide1fl,High Tide 17 Elite,,,,,,5 (17G Premier),,,,,,,,,,,,,,,,
g17hvc14aho,HVC17-Black,,,,,,,,,,23 (17 Club Red),,,,,,,,,,,,
g17hvvbc1lk,HVVC 17 BLUE,,,,,5 (17 Club),,,,,,,25 (16 Aspire),,,,,,,,,,
g17iamvc1bg,I AM VBC 17 Red,,,18 (16 Freedom),,,,,,,,,,,,,,,,,,,
g17iamvc2bg,I AM VBC 17 Black,,,,,,,,,,,,125 (16 Aspire),,,,,,,,,,
g17iarck1ia,Iowa Rockets 17R,,,,,,,,,,,,48 (16 Open),,,,,,,,,,
g17iarck2ia,Iowa Rockets 17-1,,,49 (16 Patriot),,,,,,,,,,,,,,,,,,,
g17iconm1sc,ICON VBC 17 Adidas,,,67 (16 Patriot),,,,,,,,,,,,,,,,,,36th (17U Div 5-20 Event #1),
g17idcrs1im,ID Crush 17 Bower,112 (16 & Under),,,,,,,,3 (17/18 Elite),,,87 (16 Premier),,,,,,,,,,
g17ievbc1gl,Illini Elite 17 Cardinal,29 (16 & Under),,,,,,,,,3 (17 Open),,39 (16 Open),,,,,,,,,,
g17ievbc2gl,Illini Elite 17 Black,,,,,,,,,,5 (17 Premier Red),,9 (16 Elite),,,,,,,,,,
g17ievbc3gl,Illini Elite 17 White,,,,,,,,,,9 (17 Club White),,1 (16 Spirit),,,,,,,,,,
g17ignit1by,LIV 17 Adidas,,,,,,,,,,,,105 (16 Premier),,,,,,,,,,
g17ignit1ov,IGNITE 17 BLACK,,,,,1 (17 Classic),,,,,,,,,,,,,,,,,
g17ignit2az,Ignite 17 Inferno,,,,,,,,,,,,161 (16 Aspire),,,,,,,,,,
g17ignit2ov,IGNITE 17 RED,,,,,13 (17 Club),,,,,,,,,,,,,,,,,
g17ignte1ho,Ignite 17 Elite,,,19 (16 Freedom),,,,,,,9 (17 Premier Red),,,,,,,,,,,,
g17imgvb1fl,IMGA Ascender Elite 17-1,,,,,,14 (17G Open),,,,,,3 (16 Premier),,,,,,,,,,
g17impct1ov,Impact VBC 17-1,,,,,9 (17 Premier),,,,,9 (17 Premier Blue),,105 (16 Premier),,,,,,,,,,
g17impct2ov,Impact VBC 17-2,,,,,21 (17 Club),,,,,9 (17 Club Blue),,127 (16 Premier),,,,,,,,,,
g17imuau1sc,IMUA UVC 17 UA,,,102 (16 Patriot),,,,,,,,,,,,,,,,,,61st (17U Div 5-20 Event #1),
g17infin1bg,Infinity 17 Navy,,,,,,,,,,,,133 (16 Club),,,,,,,,,,
g17infty1ov,Infinity 17 Green,,,,,,,,,,,,31 (16 Elite),,,,,,,,,,
g17inner1so,Innerlight VC 17 GOLD,,,,,,,3 (17 Club),,,,,,,,,,,,,,,
g17innov1pu,InnovativeVC 17-1 CANTRES,,,,,,,,,,,,95 (16 Spirit),,,,,,,,,,
g17inspr1ov,Inspire CLE 17 Sunrise,,,,,29 (17 Premier),,,,,,,,,,,,,,,,,
g17integ1nt,Integrity 17 Intense Blue,,,1 (16 USA),,,,,11 (17 Invitational),,,,33 (16 Open),,,,,,,,,,
g17invas1ha,Invasion 17-Black,,,27 (16 USA),,,,,,,,,,,,,,,,,,,
g17invba1de,IVBA 17 Open,,,,,,,,,,,,9 (16 Spirit),,,,,,,,,,
g17ipvbc1gl,IPV 17HP,,,,,,,,,,,,135 (16 Aspire),,,,,,,,,,
g17islct1ia,Iowa Select 17 Mizuno,,,,,,,,,,27 (17 Open),,55 (16 Open),,,,,,,,,,
g17ivbcf1sc,Ignite 17 National,,,76 (16 Patriot),,,,,,,,,,,,,,,,,,36th (17U Div 5-20 Event #1),
g17jaxjr1fl,JJVA 17 Teal,87 (16 & Under),,25 (16 USA),,,,,,,,,21 (16 Open),,,,,,,,,,
g17jaxjr2fl,JJVA 17 Black,,,,,,,,,,,,54 (16 Premier),,,,,,,,,,
g17jelly1fl,Jellys 17Black,,,,,,9 (17G Club),,,,,,65 (16 Classic),,,,,,,,,,
g17jrvbc1bg,WI Juniors 17-1's,,,,,,,,,,,,16 (16 Premier),,,,,,,,,,
g17jrvbc3bg,Milwaukee Jr's 17-1's,,,,,,,,,,,,51 (16 Aspire),,,,,,,,,,
g17jrvbc4bg,WI Juniors 17-Elite,,,,,,,,,,,,86 (16 Aspire),,,,,,,,,,
g17jrvbc5bg,Milwaukee Jr's 17-Elite,,,,,,,,,,,,71 (16 Classic),,,,,,,,,,
g17jtaav1fl,Jupiter Elite 17E,45 (16 & Under),,29 (16 Open),,,3 (17G Open),,,,,,9 (16 Open),,,,,,,,,,
g17jugge1rm,Juggernaut 17-National1,,,,,,,,,15 (17/18 Elite),,,9 (16 Elite),,,,,,,,,,
g17kairo1no,Kairos 17 Alpha,101 (16 & Under),,,,,,,,2 (17/18 Elite),,,9 (16 Open),,,,,,,,,,
g17kairo2no,Kairos 17 Beta,,,,,,,,,,,,61 (16 Premier),,,,,,,,,,
g17kandi1no,KEVC 17-1,,,,,,,,,,,,16 (16 Club),,,,,,,,,,
g17katuv1ls,Katy United 17 Adidas,,,10 (16 Liberty),,,,,,,,,,,,,,,,,,,
g17katuv2ls,Katy United 17 Molten,,,,,,,,,,,,9 (16 Classic),,,,,,,,,,
g17keamf1ho,KeAloha 171 Nazare',,,,,,,,,,27 (17 Premier Blue),,,,,,,,,,,,
g17keamf2ho,KeAloha 172 Teahupo'o,,,,,,,,,,17 (17 Club Green),,,,,,,,,,,,
g17kings1ca,Kingston 17-1,,,,,14 (17 Open),,,,,,,,,,,,,,,,,
g17kokro1no,Kokoro Volleyball 17-1,,,,,,,,,,,,29 (16 Open),,,,,,,,,,
g17kokro2no,Kokoro Volleyball 17-2,,,,,,,,,,,,35 (16 Club),,,,,,,,,,
g17kokro3no,Kokoro Volleyball 17-3,,,,,,,,,,,,9 (16 Aspire),,,,,,,,,,
g17kokro4no,Kokoro Volleyball 17 Blk,,,,,,,,,,,,37 (16 Classic),,,,,,,,,,
g17kokroano,Kokoro Volleyball EC 17-1,,,,,,,,,,,,124 (16 Classic),,,,,,,,,,
g17krewe2by,Krewe of Jodee,,,,,,,,,,,,97 (16 Aspire),,,,,,,,,,
g17ktvbc1so,K2 17 Adidas Baratas,,,,,,,,,,,,43 (16 Open),,,,,,,,,,
g17kvavb1ls,KVA 17 Nike,,,,,,,,49 (17 National ),,,,,,,,,,,,,,
g17kvavb2ls,KVA 17 Blue,,,,,,,,52 (17 National ),,,,,,,,,,,,,,
g17kypvb1pr,KPV 17 Pink,,,,,,,,,,15 (17 Club Green),,,,,,,,,,,,
g17l2vbc1lk,L2 171,,,,,,,19 (17 Open),,,,,35 (16 Open),,,,,,,,,,
g17l2vbc2lk,L2 172,,,,,,,13 (17 Premier),,,,,121 (16 Premier),,,,,,,,,,
g17l2vbc3lk,L2 173,,,,,,,15 (17 Club),,,,,69 (16 Club),,,,,,,,,,
g17lavac1pr,LAVA 17,,,,,,,,,,23 (17 Club Red),,95 (16 Spirit),,,,,,,,,,
g17lavan1sc,LAVA North 17 Molten,,,85 (16 Patriot),,,,,,,,,,,,,,,,,,42th (17U Div 1-4 Event #1),
g17lavaw1sc,LAVA West 17 Molten,,,31 (16 USA),,,,,,,,,,,,,,,,,,33rd (17U Div 1-4 Event #1),
g17lavaw2sc,LAVA West 17 Premier,,,72 (16 Patriot),,,,,,,,,,,,,,,,,,,
g17lavbc1gc,LAV 17 National Black,75 (16 & Under),,3 (16 National),,,,,,,,,,,,,,,,,,,
g17lbvbc1sc,LBVC17 chris,,,54 (16 Patriot),,,,,,,,,,,,,,,,,,25th (17U Div 1-4 Event #1),
g17ldner1ne,Lockdown VBC 17-Phoenix,,,,,,,,,,,,84 (16 Club),,,,,,,,,,
g17ldner2ne,Lockdown VBC 17 Blue Jays,,,,,,,,,,,,112 (16 Aspire),,,,,,,,,,
g17leasi2ca,Leaside Surge,,,,,13 (17 Open),,,,,,,,,,,,,,,,,
g17legac1ov,Legacy Elite VBA 17-1,,,,,,,29 (17 Club),,,,,57 (16 Classic),,,,,,,,,,
g17legac1sc,LEGACY GIRLS 17 ELITE,,,,,,,,,,,,34 (16 Elite),,,,,,,,,27th (17U Div 1-4 Event #1),
g17legvc1lk,Legacy 17-1 ADIDAS,1 (16 & Under),,5 (16 Open),,,,1 (17 Open),,,1 (17 Open),,5 (16 Open),,,,,,,,,,
g17legvc1ov,Legacy 17,,,,,,,,,,5 (17 Club Green),,,,,,,,,,,,
g17legvc2lk,Legacy 17-2 ADIDAS,87 (16 & Under),,27 (16 National),,,,23 (17 Open),,,1 (17 Premier Red),,16 (16 Premier),,,,,,,,,,
g17legvc3lk,Legacy 17-3 ADIDAS,,,,,,,25 (17 Premier),,,5 (17 Club White),,80 (16 Classic),,,,,,,,,,
g17legvc4lk,Legacy 17-Elite East,,,,,,,,,,,,35 (16 Classic),,,,,,,,,,
g17lexvb1pr,Lex United 17 Elite,,,,,,,,,,31 (17 Open),None (17-18 Girls Full Schedule),68 (16 Open),,,,,,,,,,
g17lexvb2pr,Lex United  77 Elite,,,,,,,,,,23 (17 Club White),None (17-18 Girls Full Schedule),106 (16 Club),,,,,,,,,,
g17lexvb3pr,Lex United 17 National,,,,,,,,,,23 (17 Club Blue),,138 (16 Club),,,,,,,,,,
g17lgacy1gp,CLUB LEGACY 17 ALPHA,,,,,,,,,,,,9 (16 Club),,,,,,,,,,
g17libvb1ch,LEVBC U17 National,,,63 (16 Patriot),,,,,,,,,,,,,,,,,,,
g17light1fl,OVA 17 Black,,,,,,7 (17G Premier),,,,,,121 (16 Club),,,,,,,,,,
g17light2fl,OVA 17 Blue,,,,,,11 (17G Club),,,,,,131 (16 Aspire),,,,,,,,,,
